,property_name,society,property_type,price,price_per_sq,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,noOfFloor,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating
10,4 Bedroom House for sale in DLF Phase 2,independent,houses,4.45,32963.0,1350.0,Plot area 150(125.42 sq.m.),4,3,3,store room,"001, DLF Phase 2, Gurgaon, Haryana",2,West,5 to 10 Year Old,"['vodafone belvedere towers metro station', 'dlf phase 2 metro station', 'dlf phase 3 metro station', 'indusind bank cyber city metro station', 'sikandarpur metro station', 'shri shiv shakthi mandir', 'jain bhawan', 'arya samaj mandir', 'central bank atm teste 001112', 'central bank atm', 'kotak mahindra atm', 'citibank atm', 'abn amro bank atm', 'axis bank atm', 'surgi center clinic', 'kailash nursing home gurgaon', 'rbs dental clinic', 'cosmodentz dental clinic', 'uma sanjeevani health centre and hospital', 'relief physiotherapy clinic', 'darpan skin & mind clinic', 'durga poly clinic', 'krishna family clinic', 'guardian', '98.4', 'religare wellness', 'shri balaji medical store', 'dlf cyber city phase ii', 'emaar business park', 'standard chartered bank', 'icici bank', 'deutsche bank', 'hsbc bank', 'kotak mahindra bank', 'axis bank', 'pvr cinames', 'mukesh dhaba', 'mc donalds', ""mcdonald's"", 'food court', 'the god father', 'cantine', 'barrique', 'american montessori']","Available 4bhk 150sq.Yd very well maintained villa for sale, located at very prime location of dlf-2. Just 5min from dlf cyber city. Get more details and options. Call now!!","['3 wardrobe', '3 fan', '3 geyser', '3 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['feng shui / vaastu compliant', 'high ceiling height', 'maintenance staff', 'water storage', 'no open drainage around', 'recently renovated', 'visitor parking', 'natural light', 'internet/wi-fi connectivity', 'airy rooms', 'spacious interiors', 'low density society', 'waste disposal', 'rain water harvesting', 'club house / community center']","['environment5 out of 5', 'lifestyle5 out of 5', 'connectivity5 out of 5', 'safety5 out of 5']"
11,6 Bedroom House for sale in DLF Phase 4,independent,houses,9.0,27778.0,3240.0,Plot area 360(301.01 sq.m.),6,7,3,"study room,servant room,pooja room,store room","Near Galleria, DLF Phase 4, Gurgaon, Haryana",3,North,5 to 10 Year Old,"['dlf phase 1 metro station', 'huda city centre metro station', 'iffco chowk metro station', 'new life church', 'hanuman mandir', 'kotak mahindra bank atm', 'standard chartered atm', 'rbs atm', 'sitaram bhartia', 'max hospital', 'dr. kutbuddin akbary', 'sidhesh hospital gurgaon', 'umkal hospital', 'marwah clinic', 'lord krishna hospital', 'dr. naval mendiratta', 'fortis memorial research institute fortis vivekanand hospital', 'gupta', 'divine look clinic centre 1', 'chikitsa', 'guardian pharmacy', 'axis bank', 'icici bank', 'hdfc bank', 'indusind bank', 'abn amro bank', 'lord krishna bank', 'hdfc bank', 'dt cinemas', 'blue tokai coffee roasters', 'starbucks', 'fat', 'nowhere brewpub and cafe', 'dighent cafe', 'drunken monkey', 'belgian waffle', 'ccd', 'the chicken boat', 'naveidyam', 'balaji vegetarian paradise', 'pizza hut', 'barbecue grill', 'pwo house', 'food court', 'stones2milestones', 'bahrisons library', 'ncr library']","This is a old builtup property can be livable after some renovation easy connectivity from galleria market and dlf phase 4 club also easy access from golg course road and metro station.
Kindly call for site visit",,"['feng shui / vaastu compliant', 'private garden / terrace', 'high ceiling height', 'water storage', 'separate entry for servant room', 'no open drainage around', 'visitor parking', 'security personnel', 'low density society', 'waste disposal', 'rain water harvesting']","['environment5 out of 5', 'lifestyle4 out of 5', 'connectivity5 out of 5', 'safety5 out of 5']"
12,13 Bedroom House for sale in DLF Phase 3,dlf city plots phase 3,houses,5.0,34083.0,1467.0,Plot area 163(136.29 sq.m.),13,13,3,pooja room,"Dlf Phase 3, DLF Phase 3, Gurgaon, Haryana",4,North,0 to 1 Year Old,"['dlf phase 3 metro station', 'micromax moulsari avenue metro station', 'dlf phase 2 metro station', 'guru dronacharya metro station', 'indusind bank cyber city metro station', 'vodafone belvedere towers metro station', 'shri shiv shakthi mandir', 'icici bank atm', 'central bank atm', 'central bank atm teste 001112', 'abn amro bank atm', 'citibank atm', 'kotak mahindra atm', 'citibank atm', 'dental cure and care centre', ""dr. khullar's dental clinic"", 'garg dental care', 'shri ram memorial hospital', 'r.n clinic', 'dental harbour', 'upkar clinic', 'asha multispeciality clinic', ""st stephen's hospital health care facility"", 'relief physiotherapy clinic', 'darpan skin & mind clinic', 'cosmodentz dental clinic', 'rbs dental clinic', 'kailash nursing home gurgaon', 'krishna family clinic', 'durga poly clinic', 'anahat hospital', 'pharmacy', 'shri balaji medical store', 'state bank of india', 'icici bank', 'deutsche bank', 'standard chartered bank', 'pvr cinames', 'the god father', 'machaan', 'food court', 'mc donalds', 'barrique', ""mcdonald's""]",This is located in dlf phase 3 and very near from cyber city. Its only for investment you can get good rental yield in this building call me for more details.,"['1 water purifier', '1 fridge', '21 fan', '1 exhaust fan', '1 dining table', '13 geyser', '1 stove', '20 light', '1 chimney', '9 tv', '18 ac', '1 modular kitchen', '1 curtains', '7 wardrobe', '14 bed', '1 sofa', '1 microwave', '1 washing machine']","['security / fire alarm', 'feng shui / vaastu compliant', 'private garden / terrace', 'high ceiling height', 'false ceiling lighting', 'water storage', 'bank attached property', 'visitor parking', 'security personnel', 'internet/wi-fi connectivity', 'airy rooms', 'spacious interiors', 'waste disposal', 'rain water harvesting', 'club house / community center']","['environment4 out of 5', 'lifestyle5 out of 5', 'connectivity5 out of 5', 'safety4 out of 5']"
13,5 Bedroom House for sale in DLF Phase 1,independent,houses,15.0,33200.0,4518.0,Plot area 502(419.74 sq.m.),5,6,3,"pooja room,study room,servant room,store room","A Block, DLF Phase 1, Gurgaon, Haryana",3,North,5 to 10 Year Old,"['guru dronacharya metro station', 'dlf phase 1 metro station', 'sikandarpur rmrg metro station', 'sikanderpur metro station', 'sikandarpur metro station', 'dlf phase 2 metro station', 'hanuman mandir', 'icici bank atm', 'axis bank atm', 'central bank atm', 'central bank atm teste 001112', 'sikka maternity and surgical center', 'anahat hospital', 'divine look clinic centre 1', 'the dental lounge', ""st stephen's hospital health care facility"", 'marwah clinic', 'durga poly clinic', 'krishna family clinic', 'upkar clinic', 'surgi center clinic', 'lord krishna hospital', 'uma sanjeevani health centre and hospital', 'cosmodentz dental clinic', 'kailash nursing home gurgaon', ""dr. khullar's dental clinic"", 'relief physiotherapy clinic', 'rbs dental clinic', 'sidhesh hospital gurgaon', 'shri ram memorial hospital', 'r.n clinic', 'dental cure and care centre', 'religare wellness', '98.4', 'guardian', 'emaar business park', 'axis bank', 'hsbc bank', 'kotak mahindra bank', 'hdfc bank', 'lord krishna bank', 'indusind bank', 'abn amro bank', 'pvr cinames', 'food court', 'nowhere brewpub and cafe']","Genuine livable kothi at the rate of plot only, 5bhk duplex house well connected to golf course road facing north commercials flexible
Kindly call for site visit","['5 wardrobe', '9 fan', '1 exhaust fan', '6 geyser', '60 light', '6 ac', '1 modular kitchen', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['feng shui / vaastu compliant', 'private garden / terrace', 'high ceiling height', 'maintenance staff', 'false ceiling lighting', 'water storage', 'separate entry for servant room', 'no open drainage around', 'visitor parking', 'park', 'low density society', 'waste disposal', 'rain water harvesting']","['environment5 out of 5', 'lifestyle5 out of 5', 'connectivity5 out of 5', 'safety5 out of 5']"
14,5 Bedroom House for sale in B Block Sushant Lok Phase 1,independent,houses,8.25,30556.0,2700.0,Plot area 300(250.84 sq.m.),5,6,3,"study room,servant room,store room,pooja room","Sushant Lok, B Block Sushant Lok Phase 1, Gurgaon, Haryana",3,West,5 to 10 Year Old,"['iffco chowk metro station', 'huda city centre metro station', 'standard chartered atm', 'kotak mahindra bank atm', 'rbs atm', 'icici bank atm', 'axis bank atm', 'punjab national bank atm', 'max hospital', 'sitaram bhartia', 'dr. kutbuddin akbary', 'umkal hospital', 'dr. naval mendiratta', 'sidhesh hospital gurgaon', 'fortis memorial research institute fortis vivekanand hospital', 'centre for sight gurgaon sector 29', 'chikitsa', 'guardian pharmacy', 'axis bank', 'icici bank', 'hdfc bank', 'naveidyam', 'pizza hut', 'ccd', 'drunken monkey', 'belgian waffle', 'the chicken boat', 'starbucks', 'blue tokai coffee roasters', 'dighent cafe', 'balaji vegetarian paradise', 'fat', 'nowhere brewpub and cafe', 'barbecue grill', 'roots', 'pwo house', 'mob ministory of beer', 'park baluchi', 'beer & whisky bar', 'bikanervala', 'gola sizzles', 'the oriental bloom chinese and thai', 'gravity space bar', 'zura', 'black mambaa', 'stones2milestones', 'bahrisons library', 'ncr library']",Well maintained kothi very well lacated gated block available almost plot rate there is need to done some interior work due to building was close from a long time for site visit call us,"['5 wardrobe', '10 fan', '1 exhaust fan', '5 geyser', '52 light', '1 modular kitchen', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['feng shui / vaastu compliant', 'private garden / terrace', 'high ceiling height', 'false ceiling lighting', 'water storage', 'separate entry for servant room', 'no open drainage around', 'visitor parking', 'low density society', 'waste disposal', 'rain water harvesting']","['environment4 out of 5', 'lifestyle4.5 out of 5', 'connectivity4.5 out of 5', 'safety4 out of 5']"
15,6 Bedroom House for sale in New Palam Vihar Phase 1,independent,houses,2.0,14914.0,1341.0,Plot area 1341(124.58 sq.m.),6,4,3,"pooja room,study room","New Palam Vihar Phase 1, Gurgaon, Haryana",3,East,1 to 5 Year Old,"['palam vihar vyapar kendra', 'palam triangle', 'ram mandir', 'kalyan hospital gurgaon', 'chirag hospital pvt. ltd', 'r k hospital gurgaon', 'bhardwaj hospital', 'jiya clinic', 'dr. mittal clinic', ""dr. anurag's child care clinic"", 'metro hospital and heart institute gurgaon', 'yashroop medical centre', 'sneh hospital gurgaon', 'dr. hitesh dawar', ""dr kapoor's dental care and implant centre"", 'dr. sindhu clinic', 'axis bank', 'big cinemas', ""mcdonald's"", 'moti mahal', 'cafe coffee day', 'pind baluchi', 'pizza hut', ""domino's pizza"", 'om sweets', 'chiranjiv bharati school', 'masti ki pathshala teach india', 'gurgaon railway station', 'gurgaon railway station', 'gurgaon railway station', 'palam vihar railway station']",East facing 2 fully made floor plus terrace. Possesion is immediate. Semi- Furnished. Nice fall cielling and spacious car park 4 hatchbacks 2 full sedans.,"['6 wardrobe', '9 fan', '1 exhaust fan', '2 geyser', '15 light', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['feng shui / vaastu compliant', 'private garden / terrace', 'water storage', 'park', 'visitor parking']",
16,9 Bedroom House for sale in DLF Phase 2,dlf city plots phase 2,houses,10.75,29861.0,3600.0,Plot area 400(334.45 sq.m.),9,9,3,"servant room,pooja room,store room","DLF Phase 2, Gurgaon, Haryana",3,South-West,10+ Year Old,"['vodafone belvedere towers metro station', 'dlf phase 2 metro station', 'dlf phase 3 metro station', 'indusind bank cyber city metro station', 'sikandarpur metro station', 'sikanderpur metro station', 'shri shiv shakthi mandir', 'central bank atm teste 001112', 'central bank atm', 'kotak mahindra atm', 'citibank atm', 'abn amro bank atm', 'axis bank atm', 'kailash nursing home gurgaon', 'rbs dental clinic', 'cosmodentz dental clinic', 'surgi center clinic', 'relief physiotherapy clinic', 'darpan skin & mind clinic', 'durga poly clinic', 'uma sanjeevani health centre and hospital', 'asha multispeciality clinic', 'krishna family clinic', 'upkar clinic', 'shri balaji medical store', 'guardian', '98.4', 'religare wellness', 'dlf cyber city phase ii', 'emaar business park', 'standard chartered bank', 'icici bank', 'deutsche bank', 'hsbc bank', 'kotak mahindra bank', 'axis bank', 'mukesh dhaba', 'mc donalds', 'food court', ""mcdonald's"", 'the god father', 'cantine', 'barrique', 'american montessori']",This is located in dlf phase 2 very near from highway and cyber city.,"['5 fan', '1 exhaust fan', '3 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['security / fire alarm', 'private garden / terrace', 'high ceiling height', 'separate entry for servant room', 'park', 'bank attached property', 'visitor parking', 'security personnel', 'airy rooms', 'low density society']","['environment5 out of 5', 'lifestyle5 out of 5', 'connectivity5 out of 5', 'safety5 out of 5']"
17,7 Bedroom House for sale in Sector 38 Gurgaon,independent,houses,2.1,23333.0,900.0,Plot area 100(83.61 sq.m.),7,7,3,"store room,pooja room,study room","Sector 38 Gurgaon, Gurgaon, Haryana",3,North-East,1 to 5 Year Old,"['rajiv chowk mosque', 'icici bank atm', 'state bank of india atm', 'axis bank atm', 'hdfc bank atm', ""dr akram jawed's the upper limb clinic"", 'medanta', 'samvit health care', 'sukhmani hospital pvt. ltd', 'dispencery', 'bansal medicare and maternity centre', 'airforce hospital', 'pushpanjali hospital gurgaon', 'pushpanjali hospital', 'park hospital gurgaon', 'vishesh dental', 'neelkanth health care', 'meher clinic', 'best urologist atcomplete family clinic', 'smile plus dental clinic', 'wellness eye centre', 'dr. aruna kalra', 'dayal eye & maternity centre', 'gurgaon election commission', 'road and traffic authority', 'apollo pharmacy', 'gardian pharmacy', 'gardian pharmacy', 'genius', 'india oil', 'srs cinemas', 'hdfc bank', 'hdfc bank', 'icici bank', 'kfc', 'darbar', 'haldiram', 'raj restaurant', 'om sweets', 'fast food', 'fast food', 'kendriya vidyalaya no.2 sohna road', 'cr model public school', 'delhi public school primary section', 'manav rachna school', 'amity global school', 'manav rachna swimming pool']",Stilt plus 3 floors. 4 year old construction. Beat for rental purpose . For more details contact,,"['high ceiling height', 'maintenance staff', 'false ceiling lighting', 'water storage']","['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity5 out of 5', 'safety4 out of 5']"
18,4 Bedroom House for sale in Nirvana Country,unitech espace,houses,7.35,41762.0,1760.0,Plot area 240(200.67 sq.m.),4,4,3,"pooja room,servant room","Nirvana Country, Gurgaon, Haryana",3,South,5 to 10 Year Old,"['radhakrishna shani mandir', 'sri radhe krishna temple', 'standard chartered atm', 'icici bank atm', 'vatsalya clinic', 'bones clinic - orthopaedics', 'skin clinic', 'divine look clinic centre', 'meher clinic', 'dr. naresh pandita', 'dr. anuj sharma', 'vishesh dental', 'neelkanth health care', 'park hospital gurgaon', 'dr. aruna kalra', 'wellness eye centre', 'best urologist atcomplete family clinic', 'sanjeevani hospital gurgaon', 'sai heart and trauma center', 'ekta hospital', 'sona devi memorial hospital and trauma centre', 'sai dharamraj hospital', 'wembley estate club', 'genius', 'gardian pharmacy', 'apollo pharmacy', 'spaze business park', 'unitech', 'hdfc bank', 'hdfc bank', 'hdfc bank', 'indusind bank', 'icici bank', 'central bank of india', 'srs cinemas', 'madison and pike', 'india', 'haldiram', 'starbucks', 'nook', ""domino's pizza"", ""nirula's"", 'kamla international', 'gurugram university', 'delhi public school primary section', 'amity global school']",This is property is next to park and sunfacing.,"['5 wardrobe', '1 exhaust fan', '4 geyser', '9 light', '6 ac', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no fan', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['high ceiling height', 'maintenance staff', 'swimming pool', 'separate entry for servant room', 'visitor parking', 'fitness centre / gym', 'rain water harvesting']","['environment5 out of 5', 'lifestyle5 out of 5', 'connectivity5 out of 5', 'safety5 out of 5']"
19,6 Bedroom House for sale in Uppals Southend,independent,houses,4.45,15451.0,2880.0,Plot area 320(267.56 sq.m.),6,6,3,"pooja room,study room,servant room,store room","Uppals Southend, Gurgaon, Haryana",3,North,5 to 10 Year Old,"['sri radhe krishna temple', 'icici bank atm', 'standard chartered atm', 'divine look clinic centre', 'skin clinic', 'dr. anuj sharma', 'dr. naresh pandita', 'dr. aruna kalra', 'wellness eye centre', 'best urologist atcomplete family clinic', 'neelkanth health care', 'bones clinic - orthopaedics', 'vishesh dental', 'park hospital gurgaon', 'ekta hospital', 'sai heart and trauma center', 'sai dharamraj hospital', 'sanjeevani hospital gurgaon', 'sona devi memorial hospital and trauma centre', 'meher clinic', 'vatsalya clinic', 'gobind hospital', 'wembley estate club', 'genius', 'gardian pharmacy', 'apollo pharmacy', 'kore tech park', 'spaze business park', 'india oil', 'srs cinemas', 'icici bank', 'hdfc bank', 'indusind bank', 'hdfc bank', 'hdfc bank', 'central bank of india', 'union bank of india', 'state bank of india', ""nirula's"", ""domino's pizza"", 'nook', 'starbucks', 'india', 'haldiram', 'madison and pike', 'kamla international']","Uppals southend, gurgaon, haryana for sale kothi , sector -49 gated block corner+park facing gurgaon plot size is :- 320 sq yd. Gf+ff 6 bhk north facing or 12 mtr. Road facing very close to huda metro or nh-8 nearby all famous school , hospitel, mall , markit complex etc. 3+study bhk each floor or a1 construction quality ready to move kothi recently renovated","['1 water purifier', '6 fan', '1 fridge', '1 exhaust fan', '4 geyser', '1 stove', '9 light', '6 ac', '1 tv', '1 modular kitchen', '1 chimney', '1 curtains', '4 bed', '4 wardrobe', '1 sofa', '1 washing machine', '1 microwave', 'no dining table']","['centrally air conditioned', 'water purifier', 'security / fire alarm', 'feng shui / vaastu compliant', 'private garden / terrace', 'high ceiling height', 'maintenance staff', 'false ceiling lighting', 'water storage', 'separate entry for servant room', 'no open drainage around', 'bank attached property', 'piped-gas', 'internet/wi-fi connectivity', 'recently renovated', 'visitor parking', 'swimming pool', 'park', 'security personnel', 'airy rooms', 'spacious interiors', 'low density society', 'waste disposal', 'rain water harvesting', 'fitness centre / gym', 'club house / community center']","['environment5 out of 5', 'lifestyle5 out of 5', 'connectivity5 out of 5', 'safety5 out of 5']"
20,9 Bedroom House for sale in Sector 9 Gurgaon,independent,houses,3.4,12938.0,2628.0,Plot area 292(244.15 sq.m.),9,9,3,not available,"Sector 9 Gurgaon, Gurgaon, Haryana",3,West,5 to 10 Year Old,"['state bank atm', 'esic hospital gurugram', 'shri multispeciality hospital', 'ankur clinic and maternity home', 'shree krishna hospital gurgaon', 'taneja hospital', 'pearl dental clinic', 'dr. ashok jain', 'navjeevan hospital and maternity centre', 'shiv mahima patient care bureau', 'dr. madan clinic', 'dev man kathuria clinic', 'mangalam hospital and heart centre gurgaon', 'shri gobind hospital', 'kr dental hub', 'lal superspeciality hospital', 'satyam hospital gurgaon', 'chiranjiv hospital', 'swastik maternity and medical centre', 'geeta nursing home gurgaon', 'prateek nursing home and polyclinic', 'bhanu dental care', 'tirath ram hospitals pvt ltd', 'aryan hospital', 'sethi hospital gurgaon', 'bindal clinic', 'my care clinic', 'ravi clinic and health care centre', 'm.s hospital', 'shubham hospital gurgaon', 'triveni hospital gurgaon', 'kamla hospital gurgaon', 'rachna dental clinic', 'kathuria hospital', 'd.r. rajnis gupta clinic', 'parashar hospital', 'gurgaon eye centre', 'nangia hospital ent and maternity', 'pasricha hospital and maternity home', 'yadav hospital gurgoan', 'parmar dental clinic & lab', 'vinayak hospital gurgaon', 'nutan dental hospital', 'hdfc bank', 'kotak bank', 'indian bank', 'state bank of india', 'pizza hut', 'st. michaels sr. sec. school', 'basai dhankot railway station']","292 square yards triple story made 9 bhk house in a gated locality just close to park, well maintained house in best location of sector 9. All facilities are on walking distance such as park, market, school, bank, atm, hospital, chemist etc. 
Contact us and give us an opportunity to serve you and share our 20 years experience with you.","['9 wardrobe', '12 fan', '1 exhaust fan', '50 light', '1 chimney', '1 modular kitchen', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['feng shui / vaastu compliant', 'private garden / terrace', 'park', 'recently renovated', 'visitor parking', 'natural light', 'airy rooms', 'spacious interiors', 'low density society']","['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety4 out of 5']"
21,5 Bedroom House for sale in Sector 66 Gurgaon,emaar mgf marbella,houses,12.0,38095.0,3150.0,Plot area 350(292.64 sq.m.),5,6,3,"store room,servant room","Sector 66 Gurgaon, Gurgaon, Haryana",3,North-East,1 to 5 Year Old,"['sector 55-56 rapid metro station', 'hub 66', 'nh 48', 'hasanpur', 'gurugram university', 'delhi public school', 'park hospital', 'indira gandhi international airport', 'sealdah', 'vatika business centre', 'the oberoi', 'de adventure park', 'dlf golf and country club', 'tau devilal sports complex']","Looking to buy an independent house in gurgaon? Do check out this 5 bhk house in sector 66 gurgaon, which is an ideal choice for a family. The house has over super built up area of 350 sq.Yards and comes with 5 bedrooms, 6 bathrooms and 4 balconies. The owner of the house also gets 2 covered parking slot(s) to park their car safely. This 0-5 year old property is available for immediate possession as the house is ready to move. It is a freehold property. By paying just 8.7 crore, you can become the proud owner of this independent house. The independent house is designed very well and will provide modern facilities such as maintenance staff, visitor parking, park, fitness centre / gym, swimming pool, club house / community center and security personnel. The housing society ensures a continuous supply of water to your house from municipal corporation. This residential house is north east-Facing direction on 24 mtr wide road","['1 exhaust fan', '8 ac', '1 modular kitchen', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no fan', 'no geyser', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['security / fire alarm', 'feng shui / vaastu compliant', 'private garden / terrace', 'centrally air conditioned', 'high ceiling height', 'maintenance staff', 'false ceiling lighting', 'water storage', 'separate entry for servant room', 'no open drainage around', 'piped-gas', 'visitor parking', 'swimming pool', 'park', 'security personnel', 'natural light', 'airy rooms', 'internet/wi-fi connectivity', 'spacious interiors', 'low density society', 'fitness centre / gym', 'waste disposal', 'rain water harvesting', 'club house / community center']","['environment3 out of 5', 'lifestyle4 out of 5', 'connectivity4 out of 5', 'safety4 out of 5']"
22,4 Bedroom House for sale in Sector 48 Gurgaon,independent,houses,8.4,25926.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3,"pooja room,servant room","Sector 48 Gurgaon, Gurgaon, Haryana",2,Na,10+ Year Old,"['sri radhe krishna temple', 'icici bank atm', 'standard chartered atm', 'best urologist atcomplete family clinic', 'wellness eye centre', 'dr. aruna kalra', 'dr. anuj sharma', 'dr. naresh pandita', 'neelkanth health care', 'skin clinic', 'divine look clinic centre', 'vishesh dental', 'park hospital gurgaon', 'bones clinic - orthopaedics', 'meher clinic', 'ekta hospital', 'sai heart and trauma center', 'sai dharamraj hospital', 'samvit health care', 'sanjeevani hospital gurgaon', 'sona devi memorial hospital and trauma centre', 'sukhmani hospital pvt. ltd', ""dr akram jawed's the upper limb clinic"", 'wembley estate club', 'genius', 'apollo pharmacy', 'gardian pharmacy', 'kore tech park', 'spaze business park', 'india oil', 'icici bank', 'hdfc bank', 'hdfc bank', 'indusind bank', 'hdfc bank', 'central bank of india', 'srs cinemas', 'srs cinemas', ""domino's pizza"", ""nirula's"", 'nook', 'starbucks', 'haldiram', 'india', 'delhi public school primary section', 'kamla international']","It's 4bhk villa in posh society known as tatvam villa, this society is located in sector 48, gurgaon. Has been built in 360sq.Yd plot area.
Give us an opportunity to serve you and share our experience with you","['4 wardrobe', '8 fan', '1 exhaust fan', '5 geyser', '18 light', '1 modular kitchen', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['water storage', 'park', 'piped-gas']","['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity5 out of 5', 'safety4 out of 5']"
23,4 Bedroom House for sale in Sector 48 Gurgaon,vipul tatvam villa,houses,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),4,4,2,"pooja room,servant room,store room","Sector 48 Gurgaon, Gurgaon, Haryana",,East,5 to 10 Year Old,"['athena', 'star mall', 'the sixth element school', 'k.r.mangalam world school', 'medhaam pre school & daycare', 'peer baba ki mazar', 'hdfc bank', 'punjab national bank', 'axis bank', 'sushil park', 'conexus.life b35', 'world tech park', 'marriott courtyard', 'moksh wellness pvt ltd.', 'bharat petroleum petrol pump']",Three side open villa in tatvam villa sector-48 gurgaon,"['1 chimney', '1 modular kitchen', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['feng shui / vaastu compliant', 'private garden / terrace', 'high ceiling height', 'maintenance staff', 'false ceiling lighting', 'water storage', 'visitor parking', 'swimming pool', 'park', 'security personnel', 'fitness centre / gym', 'waste disposal', 'rain water harvesting', 'club house / community center']","['environment4 out of 5', 'lifestyle4 out of 5', 'connectivity5 out of 5', 'safety4 out of 5']"
